name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Rhodothermaceae	563843	family	0	1	0	0.0
Geoglobus acetivorans	565033	species	1860815	5	2	0.0
Pseudogulbenkiania	568394	genus	0	2	0	0.0
Methanocella	570266	genus	0	2	0	0.0
Psychrobacter sp. G	571800	species	3113999	6	0	0.0
Luteipulveratus mongoliensis	571913	species	5420910	50	33	0.0
Corynebacterium mustelae	571915	species	3474226	6	4	0.0
Thermoanaerobacter sp. X513	573062	species	2456520	2	1	0.0
Francisella sp. TX077308	573569	species	2035931	2	1	0.0
Stenotrophomonas phage S1	573591	species	40287	1	1	0.0
Pandoraea oxalativorans	573737	species	6500731	34	15	0.0
Photorhabdus temperata	574560	species	5147098	7	6	0.0
Corynebacterium maris	575200	species	2833547	27	22	0.0
Polynucleobacter necessarius	576610	species	1560469	8	6	0.0
Polynucleobacter asymbioticus	576611	species	2159490	5	3	0.0
Bacillus cytotoxicus	580165	species	4094159	3	2	0.0
Geobacillus sp. Y4.1MC1	581103	species	3911947	6	3	0.0
Thermococcus paralvinellae	582419	species	1957742	1	0	0.0
Thermoanaerobacter mathranii	583357	species	2306092	1	0	0.0
Synechococcus sp. KORDI-49	585423	species	2585813	28	19	0.0
Synechococcus sp. KORDI-52	585425	species	2572069	24	16	0.0
Terribacillus aidingensis	586416	species	3577082	2	2	0.0
Pseudomonas chlororaphis	587753	species	16842584	223	116	0.0
Solirubrobacterales	588673	order	0	3	0	0.0
Brevundimonas naejangsanensis	588932	species	2971535	53	28	0.0
Prevotella fusca	589436	species	3261806	4	3	0.0
Alteromonas australica	589873	species	8766305	6	5	0.0
Methylacidiphilum fumariolicum	591154	species	2476671	4	3	0.0
Ignavibacterium album	591197	species	3658997	14	11	0.0
Pantoea sp. At-9b	592316	species	6312783	13	9	0.0
Mesorhizobium opportunistum	593909	species	6884444	86	45	0.0
Allofrancisella guangzhouensis	594679	species	1661527	4	2	0.0
Arthrobacter sp. A3	595593	species	4458287	21	11	0.0
Sinomonas	596707	genus	0	2	0	0.0
Blattabacterium sp. (Blattella germanica)	624186	species	640935	2	1	0.0
Sphingobium sp. SYK-6	627192	species	4348133	48	34	0.0
Bifidobacterium kashiwanohense	630129	species	2354106	9	2	0.0
Spongiibacter	630749	genus	0	1	0	0.0
Bacillus beveridgei	632773	species	3582268	3	3	0.0
Arsenophonus symbiont of Lipoptena fortisetosa	634113	species	836724	1	0	0.0
Shigella phage Ag3	637730	species	158006	1	0	0.0
Lactobacillus koreensis	637971	species	3006812	7	5	0.0
Bifidobacterium actinocoloniiforme	638619	species	1830060	7	4	0.0
Hoyosella subflava	639313	species	4863490	14	10	0.0
Burkholderia sp. CCGE1001	640510	species	7253494	40	12	0.0
Burkholderia sp. CCGE1002	640511	species	7884858	59	35	0.0
Burkholderia sp. CCGE1003	640512	species	7043595	50	32	0.0
Altererythrobacter namhicola	645517	species	2591679	37	24	0.0
Micromonospora sp. L5	648999	species	6962533	120	42	0.0
Actinoplanes sp. N902-109	649831	species	9228054	110	76	0.0
Sulfuricella denitrificans	649841	species	3217213	39	30	0.0
Kosmotoga olearia	651457	species	2302126	4	2	0.0
Prevotella sp. oral taxon 299	652716	species	2480269	2	2	0.0
Frankia symbiont of Datisca glomerata	656024	species	5340989	71	44	0.0
Pandoraea vervacti	656178	species	5761453	46	26	0.0
Pandoraea faecigallinarum	656179	species	5732664	47	25	0.0
Arthrobacter alpinus	656366	species	8380101	30	17	0.0
Halanaerobium hydrogeniformans	656519	species	2613117	6	2	0.0
Francisella noatunensis	657445	species	2229531	2	2	0.0
Candidatus Koribacter	658061	genus	0	1	0	0.0
Candidatus Koribacter versatilis	658062	species	5650368	73	53	0.0
Deftia phage phiW-14	665032	species	157486	1	1	0.0
Bacillus oceanisediminis	665099	species	5848607	5	5	0.0
Phycisphaerales	666506	order	0	3	0	0.0
Phycisphaeraceae	666507	family	0	1	0	0.0
Rhodanobacter denitrificans	666685	species	4225490	132	82	0.0
Bacillus sp. 1NLA3E	666686	species	4815602	3	2	0.0
Tenacibaculum dicentrarchi	669041	species	2918253	5	5	0.0
Candidatus Profftella armatura	669502	species	927880	2	2	0.0
Cryobacterium arcticum	670052	species	4351229	42	26	0.0
Propionibacterium sp. oral taxon 193	671223	species	2649207	11	6	0.0
Aciduliprofundum sp. MAR08-339	673860	species	1437090	5	4	0.0
Rhodoplanes sp. Z2-YC6860	674703	species	8193889	94	54	0.0
Rhodococcus sp. WMMA185	679318	species	4444448	17	11	0.0
Bxz1virus	680114	genus	0	1	0	0.0
Agarivorans gilvus	680279	species	4416600	4	3	0.0
Martelella sp. AD-3	686597	species	5036008	62	40	0.0
Geobacillus sp. C56-T3	691437	species	3650813	8	6	0.0
Rhodococcus phage ReqiPine5	691963	species	59231	1	1	0.0
Altererythrobacter dongtanensis	692370	species	3009495	48	25	0.0
Caldisericum exile	693075	species	1558103	3	2	0.0
Enterobacteriaceae bacterium strain FGI 57	693444	species	4762179	10	4	0.0
Bacillus virus 250	701257	species	56505	1	0	0.0
Novosphingobium sp. PP1Y	702113	species	5313905	52	25	0.0
Corynebacterium sp. NML98-0116	702967	species	2365449	16	10	0.0
Actinomyces sp. oral taxon 414	712122	species	3836419	55	37	0.0
Leptotrichia sp. oral taxon 212	712357	species	2444904	2	0	0.0
Olsenella sp. oral taxon 807	712411	species	3213585	15	13	0.0
Selenomonas sp. oral taxon 478	712538	species	2284135	19	11	0.0
Tannerella sp. oral taxon HOT-286	712710	species	2973531	17	12	0.0
Selenomonas sp. oral taxon 136	713030	species	2458072	14	9	0.0
Candidatus Atelocyanobacterium thalassa	713887	species	1443806	1	1	0.0
Alteromonas naphthalenivorans	715451	species	4972148	6	4	0.0
Caldicellulosiruptor obsidiansis	717609	species	2532343	3	1	0.0
Hyphomicrobium sp. MC1	717785	species	4757528	39	25	0.0
Methylacidiphilales	717963	order	0	1	0	0.0
cyanobacterium endosymbiont of Epithemia turgida	718217	species	2794318	1	1	0.0
Acidovorax ebreus	721785	species	3796573	44	11	0.0
Rahnella sp. Y9602	741091	species	5614252	9	0	0.0
Delftia sp. Cs1-4	742013	species	6685842	85	29	0.0
Sphingobacterium sp. 21	743722	species	6226409	3	2	0.0
alpha proteobacterium HIMB59	744985	species	1410127	7	5	0.0
Sphingomonas sp. MM-1	745310	species	4633613	65	38	0.0
Azoarcus sp. KH32C	748247	species	5818755	96	54	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4332995	71	53	0.0
Sulfuritalea hydrogenivorans	748811	species	3802648	65	48	0.0
Halobacterium sp. DL1	751944	species	3162560	21	16	0.0
Synechococcus phage S-CAM8	754038	species	171407	1	1	0.0
Synechococcus phage S-RIP2	754040	species	45728	2	1	0.0
Synechococcus phage S-SKS1	754042	species	208007	2	2	0.0
Vibrio phage pYD38-A	754051	species	47552	1	1	0.0
Halorubrum phage CGphi46	754066	species	39784	2	2	0.0
Winogradskyella sp. PG-2	754409	species	3811479	9	7	0.0
Methylophaga nitratireducenticrescens	754476	species	3137191	20	13	0.0
Methylophaga frappieri	754477	species	2745290	15	7	0.0
Clostridium sp. BNL1100	755731	species	4613747	2	1	0.0
halophilic archaeon DL31	756883	species	3643158	19	16	0.0
Burkholderia sp. RPE64	758793	species	6964487	57	24	0.0
Burkholderia sp. RPE67	758796	species	8685756	50	15	0.0
Weissella ceti	759620	species	4135763	2	0	0.0
Siansivirga zeaxanthinifaciens	762954	species	3303986	5	2	0.0
Bacillus phage W.Ph.	764595	species	156897	1	1	0.0
Candidatus Puniceispirillum	767891	genus	0	1	0	0.0
Candidatus Puniceispirillum marinum	767892	species	2753527	11	8	0.0
Serratia sp. AS12	768490	species	5443009	21	0	0.0
Serratia sp. AS13	768493	species	5442549	21	0	0.0
Cytophagales	768507	order	0	4	0	0.0
Opitutaceae bacterium TAV5	794903	species	7417673	64	47	0.0
Hydrogenophaga sp. PBC	795665	species	5232477	92	57	0.0
alpha proteobacterium HIMB5	859653	species	1343202	1	0	0.0
Kibdelosporangium phytohabitans	860235	species	11759770	97	67	0.0
Mycobacterium phage Eagle	861046	species	51236	1	0	0.0
Agrobacterium sp. H13-3	861208	species	5573770	22	5	0.0
Streptomyces sp. SirexAA-E	862751	species	7414440	78	54	0.0
Thermincola potens	863643	species	3157416	7	4	0.0
Methanothermobacter sp. CaT2	866790	species	1731018	1	1	0.0
Methanobacterium paludis	868131	species	2546541	2	1	0.0
Synechococcus phage S-RIM2 R1_1999	869662	leaf	175430	1	1	0.0
Synechococcus phage S-RIM8 A.HR1	869724	leaf	171211	1	1	0.0
Terriglobus saanensis	870903	species	5095226	30	21	0.0
Celeribacter	875170	genus	0	1	0	0.0
Mycobacterium sinense	875328	species	4643668	53	38	0.0
Peptoniphilus sp. 1-1	875453	species	1601846	2	1	0.0
Cupriavidus sp. USMAA2-4	876364	species	8698226	111	44	0.0
Methanobacterium lacus	877455	species	2583753	1	1	0.0
Chryseobacterium sp. StRB126	878220	species	5503743	8	5	0.0
Shinella sp. HZN7	879274	species	7354253	108	76	0.0
Methanoregula formicica	882104	species	2820858	6	6	0.0
Mageeibacillus indolicus	884684	species	1809746	3	1	0.0
Desulfosporosinus acidiphilus	885581	species	4991181	4	4	0.0
Methylovorus sp. MP688	887061	species	2862391	14	5	0.0
Cyanophage KBS-P-1A	889951	species	45730	1	0	0.0
Plautia stali symbiont	891974	species	4092852	16	10	0.0
Selenomonadales	909929	order	0	2	0	0.0
Caldanaerobacter subterraneus	911092	species	2689445	2	0	0.0
Ralstonia phage RSB2	913183	species	40411	1	1	0.0
Kangiella geojedonensis	914150	species	2495242	5	2	0.0
Methylobacterium sp. AMS5	925818	species	5599206	71	24	0.0
Sandaracinus amylolyticus	927083	species	10327335	253	203	0.0
Pseudomonas brassicacearum	930166	species	13594158	73	37	0.0
Rhodococcus sp. p52	935199	species	5413283	39	7	0.0
Desulfurispirillum indicum	936456	species	2928377	21	18	0.0
Marinomonas posidonica	936476	species	3899940	2	2	0.0
Granulicella	940557	genus	0	1	0	0.0
Granulicella mallensis	940614	species	6237577	53	41	0.0
Granulicella tundricola	940615	species	5503984	40	30	0.0
Arcobacter sp. L	944547	species	2947662	3	2	0.0
Puniceispirillum phage HMO-2011	948071	species	55282	1	1	0.0
Paraburkholderia sprentiae	948107	species	7829542	59	29	0.0
Tsukamurella phage TPA2	981330	species	61440	1	1	0.0
Brucella vulpis	981386	species	3238137	10	4	0.0
Lacinutrix sp. 5H-3-7-4	983544	species	3296168	7	6	0.0
Glaciecola sp. 4H-3-7+YE-5	983545	species	5393591	8	6	0.0
Dokdonia sp. 4H-3-7-5	983548	species	3389993	4	3	0.0
Mycoplasma parvum	984991	species	564395	2	0	0.0
Staphylococcus argenteus	985002	species	2787638	1	0	0.0
Vulcanisaeta moutnovskia	985052	species	2298983	1	1	0.0
Staphylococcus agnetis	985762	species	2503399	1	0	0.0
Polymorphum	991903	genus	0	2	0	0.0
Polymorphum gilvum	991904	species	4718963	108	81	0.0
Candidatus Kinetoplastibacterium desouzaii	994692	species	833125	1	1	0.0
Candidatus Kinetoplastibacterium galatii	994695	species	822140	2	1	0.0
Candidatus Kinetoplastibacterium oncopeltii	994696	species	810172	1	0	0.0
Candidatus Pelagibacter sp. IMCC9063	1002672	species	1284727	1	1	0.0
Verrucosispora maris	1003110	species	6732271	87	55	0.0
Fimbriimonas ginsengisoli	1005039	species	5231762	33	25	0.0
Metallosphaera cuprina	1006005	species	1840348	1	0	0.0
Defluviitoga tunisiensis	1006576	species	2053097	4	3	0.0
Pusillimonas sp. T7-7	1007105	species	3924810	13	9	0.0
Lactobacillus ginsenosidimutans	1007676	species	2590556	4	4	0.0
Pyrococcus yayanosii	1008460	species	1716818	3	2	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	43	24	0.0
Marinobacter adhaerens	1033846	species	4651725	47	18	0.0
Thioalkalivibrio sulfidiphilus	1033854	species	3464554	138	91	0.0
Rhodococcus sp. WB1	1033922	species	6148559	96	51	0.0
Planococcus plakortidis	1038856	species	3261818	8	4	0.0
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	species	1515556	1	1	0.0
Clostridium sp. SY8519	1042156	species	2835737	8	7	0.0
Thermococcus sp. 4557	1042877	species	2011320	6	3	0.0
Corynebacterium epidermidicanis	1050174	species	2692072	4	2	0.0
Sulfuritalea	1054211	genus	0	1	0	0.0
Thermoplasmatales archaeon BRNA1	1054217	species	1461105	16	12	0.0
Methylotenera versatilis	1055487	species	3059871	4	3	0.0
Sandaracinaceae	1055686	family	0	1	0	0.0
Sandaracinus	1055688	genus	0	1	0	0.0
Candidatus Gullanella endobia	1070130	species	938041	1	1	0.0
Corynebacterium uterequi	1072256	species	2419437	23	18	0.0
Mycobacterium phage Liefie	1074304	species	41650	1	0	0.0
Mycobacterium phage BigNuz	1074309	species	48984	1	1	0.0
Lactobacillus heilongjiangensis	1074467	species	2790548	2	1	0.0
Pantoea rwandensis	1076550	species	4327607	16	10	0.0
Thiolapillus brandeum	1076588	species	3153637	63	51	0.0
Mycobacterium phage Redi	1079894	species	42594	1	0	0.0
Leptolyngbya sp. O-77	1080068	species	5480261	17	13	0.0
Mycobacterium phage BarrelRoll	1084722	species	59672	1	0	0.0
Persicobacter sp. JZB09	1085624	species	8251744	11	10	0.0
Mycobacterium phage Dori	1089121	species	64613	1	1	0.0
Mycobacterium phage Gadjet	1089122	species	67949	1	0	0.0
Mycobacterium phage Stinger	1089137	species	69641	1	1	0.0
Dickeya solani	1089444	species	4919833	35	17	0.0
Pseudonocardia sp. EC080619-01	1096856	species	7205934	109	3	0.0
Pseudonocardia sp. EC080625-04	1096868	species	6554452	97	7	0.0
Burkholderia sp. YI23	1097668	species	8896411	50	17	0.0
Bacteroidetes Order II. Incertae sedis	1100069	order	0	3	0	0.0
Chromobacterium vaccinii	1108595	species	5041230	68	28	0.0
Salmonella phage PhiSH19	1108865	species	157785	1	1	0.0
Gordonia phage GRU1	1109710	species	65766	1	0	0.0
Nocardia phage NBR1	1109711	species	46140	1	1	0.0
Thermus sp. CCB_US3_UF1	1111069	species	2263488	33	18	0.0
Alcanivorax sp. NBRC 101098	1113728	species	3095417	16	0	0.0
Spiroplasma atrichopogonis	1114980	species	1160484	1	0	0.0
Vibrio sp. EJY3	1116375	species	5452646	6	1	0.0
Elizabethkingia anophelis	1117645	species	7985304	7	4	0.0
Arthrobacter sp. Rue61a	1118963	species	5081038	18	1	0.0
Corynebacterium doosanense	1121358	species	2698995	16	9	0.0
Bacillus phage phIS3501	1124578	species	44401	1	0	0.0
Magnetococcus marinus	1124597	species	4719581	20	17	0.0
Pseudomonas phage OBP	1124849	species	284757	1	1	0.0
Rhizobium sp. NT-26	1125847	species	4577425	37	12	0.0
Paenibacillus beijingensis	1126833	species	5749967	27	19	0.0
Salmonella phage SPN9CC	1127357	species	40128	1	0	0.0
Aeromonas phage vB_AsaM-56	1127514	species	43551	1	1	0.0
Bacillus sp. JS	1127744	species	4120406	5	0	0.0
Dehalobacter sp. CF	1131462	species	3092048	7	1	0.0
Sphaerochaeta globosa	1131703	species	3316466	9	7	0.0
Sphaerochaeta pleomorpha	1131707	species	3590853	9	4	0.0
Melioribacter roseus	1134405	species	3300414	14	12	0.0
Thauera humireducens	1134435	species	4171754	80	38	0.0
Klebsiella michiganensis	1134687	species	29869212	34	14	0.0
Gordonia sp. QH-11	1136941	species	4428727	51	31	0.0
Kangiella sediminilitoris	1144748	species	2496140	7	4	0.0
Lysinibacillus varians	1145276	species	4662822	5	3	0.0
Dehalobacter sp. DCA	1147129	species	3069953	8	2	0.0
Enterobacteria phage HK140	1147143	species	40710	1	0	0.0
Acinetobacter oleivorans	1148157	species	4152543	5	3	0.0
Moorea producens	1155739	species	9708656	8	8	0.0
Thermotoga sp. Cell2	1157947	species	1749904	2	0	0.0
Thermotoga sp. 2812B	1157948	species	1843731	3	2	0.0
Kosakonia sacchari	1158459	species	4902066	10	4	0.0
Ruminococcus bicirculans	1160721	species	2968500	1	0	0.0
Cronobacter condimenti	1163710	species	4499482	29	17	0.0
Pectobacterium sp. SCC3193	1166016	species	5164411	11	2	0.0
Enterobacter sp. R4-368	1166130	species	5155034	9	0	0.0
Sphingomonas sp. NIC1	1167641	species	3660563	44	12	0.0
Draconibacterium orientale	1168034	species	5132075	13	8	0.0
Mycobacterium sp. MOTT36Y	1168287	species	5613626	35	4	0.0
Salmonella phage vB_SemP_Emek	1168548	species	39783	1	0	0.0
Streptomyces pratensis	1169025	species	7656104	58	34	0.0
Geitlerinema sp. PCC 7407	1173025	species	4681111	22	12	0.0
Gloeocapsa sp. PCC 7428	1173026	species	5882710	6	5	0.0
Microcoleus sp. PCC 7113	1173027	species	7966510	15	15	0.0
Synechococcus sp. PCC 7502	1173263	species	3583735	9	9	0.0
Methanocella conradii	1175444	species	2378438	9	9	0.0
Methanocella arvoryzae	1175445	species	3179916	10	8	0.0
Niabella ginsenosidivorans	1176587	species	5627734	7	5	0.0
Agrobacterium fabrum	1176649	species	5674258	24	14	0.0
Komagataeibacter medellinensis	1177712	species	3513191	21	12	0.0
Halomonas huangheensis	1178482	species	4757486	44	29	0.0
Paenibacillus swuensis	1178515	species	5012599	8	3	0.0
Bacillus xiamenensis	1178537	species	3637729	3	3	0.0
Deinococcus puniceus	1182568	species	2971983	18	12	0.0
Deinococcus swuensis	1182571	species	3531443	33	23	0.0
Salisaeta icosahedral phage 1	1183239	species	43788	1	1	0.0
Mesotoga prima	1184387	species	2975953	3	2	0.0
Blattabacterium sp. (Blaberus giganteus)	1186051	species	632588	1	1	0.0
Flammeovirga sp. MY04	1191459	species	7327614	9	5	0.0
Lactobacillus hokkaidonensis	1193095	species	2400586	3	2	0.0
Bacillus phage BtCS33	1194641	species	41992	1	0	0.0
Snodgrassella alvi	1196083	species	2527978	5	3	0.0
Gilliamella apicola	1196095	species	3139412	2	2	0.0
Cloacibacillus porcorum	1197717	species	3585187	23	21	0.0
secondary endosymbiont of Ctenarytaina eucalypti	1199245	species	1441139	2	1	0.0
Thermogladius cellulolyticus	1200300	species	1356318	3	3	0.0
Geobacter daltonii	1203471	species	4304501	37	25	0.0
Mycobacterium yongonense	1203599	species	5662088	33	2	0.0
Streptomyces phage SV1	1204525	species	37612	1	0	0.0
Pseudomonas sp. UW4	1207075	species	6183388	50	25	0.0
Burkholderia pseudomultivorans	1207504	species	7956789	62	11	0.0
Celeribacter indicus	1208324	species	4969388	82	55	0.0
Caulobacter phage CcrColossus	1211640	species	279967	1	1	0.0
Caulobacter virus Magneto	1211642	species	218929	1	1	0.0
Caulobacter virus Rogue	1211643	species	223720	2	1	0.0
Caulobacter virus Swift	1211644	species	219216	1	0	0.0
Planococcus halocryophilus	1215089	species	3424893	9	5	0.0
Clostridium bornimense	1216932	species	3617025	4	3	0.0
Octadecabacter antarcticus	1217908	species	4875481	12	9	0.0
Fictibacillus phosphorivorans	1221500	species	4230665	3	2	0.0
Corynebacterium humireducens	1223514	species	2681312	44	26	0.0
Bradyrhizobium sp. CCGE-LA001	1223566	species	7833499	86	54	0.0
Azospirillum humicireducens	1226968	species	3181617	56	12	0.0
Candidatus Nitrosopumilus sp. AR2	1229909	species	1690905	30	27	0.0
Salimicrobium jeotgali	1230341	species	2776927	6	5	0.0
Corynebacterium lactis	1231000	species	2769745	10	10	0.0
Geobacillus sp. GHH01	1233873	species	3583134	4	0	0.0
Candidatus Pantoea carbekii	1235990	species	2348022	1	1	0.0
Janthinobacterium sp. B9-8	1236179	species	4726850	14	7	0.0
Sodalis praecaptivus	1239307	species	5159425	22	11	0.0
endosymbiont of unidentified scaly snail isolate Monju	1248727	species	2597759	149	118	0.0
Pseudohongiella spirulinae	1249552	species	3345119	23	15	0.0
Flammeovirgaceae bacterium 311	1257021	species	6665617	18	11	0.0
Pseudomonas sp. FGI182	1259844	species	5891312	34	7	0.0
Murid herpesvirus 8	1261657	species	202946	1	1	0.0
Streptomyces sp. 769	1262452	species	10338286	91	31	0.0
Halovirus HSTV-2	1262527	species	68527	1	0	0.0
Edwardsiella piscicida	1263550	species	3891903	31	1	0.0
Candidatus Endolissoclinum faulkneri	1263979	species	1499913	2	2	0.0
Streptomyces sp. PAMC 26508	1265601	species	7630245	55	31	0.0
Frischella perrara	1267021	species	2692351	4	3	0.0
Altererythrobacter atlanticus	1267766	species	3475106	16	12	0.0
Liberibacter crescens	1273132	species	1513389	2	2	0.0
Pyrodictium delaneyi	1273541	species	2023836	1	1	0.0
Mycobacterium sp. VKM Ac-1817D	1273687	species	6324222	60	8	0.0
Synechococcus phage S-CBP1	1273711	species	46547	1	1	0.0
Halovirus HCTV-2	1273747	species	54291	2	2	0.0
Halovirus HHTV-2	1273751	species	52643	1	1	0.0
Halovirus HRTV-7	1273754	species	69048	1	0	0.0
Bradyrhizobium icense	1274631	species	8322773	80	56	0.0
Synechococcus sp. KORDI-100	1280380	species	2789000	12	6	0.0
Pelagibacter phage HTVC008M	1283076	species	147284	1	1	0.0
Pelagibacter phage HTVC010P	1283077	species	34892	1	1	0.0
Pseudomonas sp. URMO17WK12:I11	1283291	species	11209782	66	34	0.0
Planktomarina	1284657	genus	0	1	0	0.0
Planktomarina temperata	1284658	species	3288122	10	7	0.0
Magnetospira sp. QH-2	1288970	species	4052370	41	22	0.0
Candidatus Methanomethylophilus alvus	1291540	species	1666795	5	4	0.0
Adoxophyes honmai entomopoxvirus 'L'	1293540	species	228750	1	1	0.0
Croceicoccus	1295327	genus	0	1	0	0.0
Photobacterium gaetbulicola	1295392	species	5909413	18	13	0.0
Thermodesulfobacterium geofontis	1295609	species	1634377	3	1	0.0
Enterobacter xiangfangensis	1296536	species	4661849	12	1	0.0
Intestinimonas butyriciproducens	1297617	species	3376475	21	14	0.0
Myxococcus hansupus	1297742	species	9490432	149	81	0.0
Mucilaginibacter sp. PAMC 26640	1300914	species	5618021	6	3	0.0
Methanocaldococcus bathoardescens	1301915	species	1607556	6	5	0.0
Flavobacterium sp. PK15	1306519	species	3851214	3	2	0.0
Alcanivorax pacificus	1306787	species	4168427	75	49	0.0
Salinispira pacifica	1307761	species	3782798	13	8	0.0
bacterium L21-Spi-D4	1307839	species	4812386	9	5	0.0
'Deinococcus soli' Cha et al. 2014	1309411	species	3236984	35	25	0.0
Sphingobium sp. TKS	1315974	species	6228879	37	18	0.0
Blattabacterium sp. (Nauphoeta cinerea)	1316444	species	626626	2	2	0.0
Archaeoglobus sulfaticallidus	1316941	species	2076931	4	4	0.0
Bartonella ancashensis	1318743	species	1467695	2	2	0.0
Acinetobacter equi	1324350	species	3054269	5	4	0.0
Chryseobacterium gallinarum	1324352	species	4633632	9	6	0.0
Edwardsiella phage PEi21	1325372	leaf	43378	1	1	0.0
Mycobacterium phage CASbig	1327035	species	53369	1	1	0.0
Mycobacterium phage WIVsmall	1327036	species	53359	1	1	0.0
Streptomyces phage Zemlya	1327760	species	51077	1	1	0.0
Cronobacter phage S13	1327935	species	182145	1	0	0.0
Mycobacterium phage Leo	1327952	species	39981	1	0	0.0
Serratia sp. FS14	1327989	species	5249875	49	7	0.0
Cycloclasticus zancles	1329899	species	2655425	8	5	0.0
Kosmotoga pacifica	1330330	species	2169170	5	3	0.0
Pluralibacter	1330546	genus	0	1	0	0.0
Bordetella pseudohinzii	1331258	species	4558891	46	28	0.0
Sphingobium baderi	1332080	species	4583422	31	16	0.0
Salinarchaeum sp. Harcht-Bsk1	1333523	species	3255260	31	24	0.0
Enterobacter lignolyticus	1334193	species	4814049	24	12	0.0
Defluviimonas alba	1335048	species	4987611	65	41	0.0
Spiribacter salinus	1335746	species	1739487	34	20	0.0
Spiribacter sp. UAH-SP71	1335757	species	1926631	48	32	0.0
Formosa sp. Hel1_33_131	1336794	species	2735158	9	6	0.0
Formosa sp. Hel3_A1_48	1336795	species	2016454	6	5	0.0
Calothrix sp. 336/3	1337936	species	6420126	4	4	0.0
Pseudomonas sp. JY-Q	1338689	species	6178825	41	12	0.0
Geobacter anodireducens	1340425	species	3666014	73	31	0.0
Mycobacterium phage Breeniome	1340712	species	154434	1	0	0.0
Synechococcus phage ACG-2014h	1340810	species	189311	1	1	0.0
Mycobacterium phage LittleCherry	1340818	species	50690	1	0	0.0
Magnaporthe oryzae chrysovirus 3	1343110	species	15563	1	1	0.0
Geobacillus sp. JF8	1345697	species	3486308	13	7	0.0
Pseudoalteromonas sp. OCN003	1348114	species	4815987	2	2	0.0
Croceicoccus naphthovorans	1348774	species	3863562	17	10	0.0
Pandoravirus dulcis	1349409	species	1908524	10	10	0.0
Pandoravirus salinus	1349410	species	2473870	4	3	0.0
Aureimonas sp. AU20	1349819	species	5210858	73	56	0.0
Synechococcus sp. UTEX 2973	1350461	species	2744626	4	3	0.0
Bradyrhizobium diazoefficiens	1355477	species	14343524	131	86	0.0
Hymenobacter sp. APR13	1356852	species	5010594	45	31	0.0
Thermofilum sp. 1910b	1365176	species	1750259	2	0	0.0
Dyella jiangningensis	1379159	species	5396991	71	34	0.0
Methanobacterium sp. MB1	1379702	species	2029766	2	1	0.0
Spirosoma radiotolerans	1379870	species	7029352	16	11	0.0
Rufibacter sp. DG15C	1379909	species	4143738	6	2	0.0
Rufibacter sp. DG31D	1379910	species	4820793	15	11	0.0
Mycobacterium phage Phelemich	1383055	species	70115	1	0	0.0
Methyloceanibacter caenitepidi	1384459	species	3424964	151	135	0.0
Hymenobacter sp. DG25A	1385663	species	3777136	12	8	0.0
Hymenobacter sp. DG25B	1385664	species	4360029	13	8	0.0
Cupriavidus sp. USMAHM13	1389192	species	7820821	91	17	0.0
Vulgatibacter incomptus	1391653	species	4350553	123	85	0.0
Celeribacter marinus	1397108	species	3096705	10	5	0.0
Exiguobacterium sp. MH3	1399115	species	3164195	2	1	0.0
Bacteroidales bacterium CF	1400053	species	2657245	4	3	0.0
Corynebacterium glyciniphilum	1404244	species	3568218	24	20	0.0
Candidatus Methanomassiliicoccus intestinalis	1406512	species	1931651	4	3	0.0
Acinetobacter sp. TGL-Y2	1407071	species	3691287	5	2	0.0
Halobacterium hubeiense	1407499	species	3130345	30	19	0.0
Corynebacterium deserti	1408191	species	3033893	10	6	0.0
Endomicrobium proavitum	1408281	species	1588979	2	1	0.0
Candidatus Tachikawaea gelatinosa	1410383	species	708439	2	0	0.0
Candidatus Nitrosopelagicus brevis	1410606	species	1232128	8	8	0.0
Hymenobacter sp. DG5B	1411621	species	4868852	35	19	0.0
Pseudomonas sp. TKP	1415630	species	7012672	35	11	0.0
endosymbiont of Llaveia axin axin	1415657	species	309299	2	1	0.0
Gloeobacter kilaueensis	1416614	species	4724791	38	27	0.0
Marinobacter similis	1420916	species	3975896	52	35	0.0
Marinobacter salarius	1420917	species	4616532	41	31	0.0
Geosporobacter ferrireducens	1424294	species	5817221	10	10	0.0
Hyphomicrobium nitrativorans	1427356	species	3653837	40	29	0.0
Candidatus Thioglobus singularis	1427364	species	1714148	3	3	0.0
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	species	2393449	2	2	0.0
Mucinivorans hirudinis	1433126	species	3149227	1	0	0.0
Zhongshania	1434050	genus	0	1	0	0.0
Methanosarcina sp. Kolksee	1434099	species	4553495	2	1	0.0
Methanosarcina sp. MTP4	1434100	species	4211468	10	7	0.0
Methanosarcina sp. WH1	1434102	species	3914091	6	1	0.0
Methanosarcina sp. WWM596	1434103	species	4137337	6	1	0.0
Vibrio tritonius	1435069	species	5221926	4	3	0.0
Candidatus Symbiobacter mobilis	1436290	species	2991840	20	16	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	79	36	0.0
Klebsiella phage K64-1	1439894	species	346602	1	1	0.0
Ectothiorhodospira sp. BSL-9	1442136	species	3550080	85	46	0.0
Gynuella sunshinyii	1445505	species	6475959	13	12	0.0
